age,league,height_cm,weight_kg,eur_value,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,rw,rf,ram,rcm,rm,rdm,rcb,rb,rwb,st,lw,cf,cam,cm,lm,cdm,cb,lb,lwb,ls,lf,lam,lcm,ldm,lcb,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk,country
21,Spanish Segunda División,169,64,5e6,72,82,73,63,72,74,57,64,1,3,3,High,Medium,Right,68,64,51,75,55,73,73,79,67,75,74,72,74,67,89,63,72,78,53,68,72,62,65,73,46,62,44,68,59,9,13,12,13,15,65,71,70,71,71,71,66,61,66,67,65,71,70,71,71,71,66,61,66,67,65,70,71,71,66,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Spain
29,French Ligue 2,183,74,24e5,72,72,56,51,66,69,73,83,1,2,3,Medium,Medium,Right,67,49,75,70,40,68,52,48,67,71,59,54,64,72,65,54,73,92,82,56,77,72,48,67,41,65,74,72,68,14,13,13,12,11,61,63,62,64,69,66,73,73,71,71,61,63,62,64,69,66,73,73,71,71,61,62,64,69,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,France
24,Spanish Segunda División,183,79,43e5,72,78,82,69,59,71,31,74,1,3,3,Medium,Low,Right,51,72,70,63,63,74,55,28,51,69,78,86,70,67,65,63,74,70,82,67,61,14,72,73,67,71,18,40,35,6,6,11,13,8,71,70,71,70,62,69,49,47,50,52,71,70,71,70,62,69,49,47,50,52,71,71,70,62,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
27,French Ligue 1,184,80,33e5,72,72,67,69,55,70,46,75,1,2,3,High,Medium,Right,56,75,70,55,67,70,50,46,54,71,66,68,68,70,64,70,81,71,80,60,67,56,77,60,49,67,39,40,39,13,16,8,8,13,71,67,69,66,62,66,56,56,56,57,71,67,69,66,62,66,56,56,56,57,71,69,66,62,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
22,German 2. Bundesliga,167,61,44e5,72,79,82,54,67,72,28,52,1,3,3,High,Low,Right,74,63,38,69,44,72,35,39,75,66,84,81,88,65,87,49,76,78,35,39,58,29,72,64,45,58,22,31,26,7,14,9,6,8,61,70,66,68,64,71,51,39,51,56,61,70,66,68,64,71,51,39,51,56,61,66,68,64,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
21,Spanish Primera División,190,78,46e5,72,80,62,59,65,69,69,67,1,3,3,Medium,High,Right,42,59,64,73,58,71,56,54,77,72,60,63,59,63,64,61,61,70,72,62,53,70,61,72,46,62,63,75,68,10,10,7,14,8,64,64,66,68,71,65,70,68,66,65,64,64,66,68,71,65,70,68,66,65,64,66,68,71,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Spain
27,English Championship,183,75,35e5,72,73,58,68,72,73,52,64,1,3,3,Medium,Medium,Right,67,68,48,75,59,73,69,66,75,75,67,51,67,72,70,66,64,73,65,67,51,65,71,71,76,76,50,49,45,11,16,12,11,14,67,70,70,71,71,71,65,56,60,63,67,70,70,71,71,71,65,56,60,63,67,70,71,71,65,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,England
32,English Premier League,180,74,17e5,72,72,62,59,60,64,73,76,1,2,3,Medium,Medium,Right,65,47,67,70,43,61,66,33,62,67,66,58,68,74,62,83,75,71,75,66,85,68,58,42,56,67,74,76,79,11,8,9,9,8,64,62,62,61,64,62,70,73,71,70,64,62,62,61,64,62,70,73,71,70,64,62,61,64,70,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,England
27,English Premier League,170,69,36e5,72,73,83,71,61,73,43,68,1,3,3,High,Medium,Right,61,73,64,63,67,71,67,65,43,73,85,82,82,66,81,69,73,81,61,67,67,56,74,66,71,68,25,48,35,10,6,13,11,7,71,71,71,69,64,70,56,53,58,60,71,71,71,69,64,70,56,53,58,60,71,71,69,64,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
27,English Championship,172,65,26e5,72,72,75,61,67,75,69,68,2,3,3,High,Medium,Left,72,61,48,68,58,75,59,63,64,73,79,72,79,72,79,66,83,79,59,59,72,69,66,66,56,69,73,72,70,11,12,8,10,16,65,70,69,69,69,71,70,68,71,72,65,70,69,69,69,71,70,68,71,72,65,69,69,69,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,England
27,French Ligue 1,186,80,33e5,72,72,60,71,57,63,40,69,2,2,3,High,Medium,Right,46,73,75,61,67,63,51,52,58,65,56,64,56,74,54,74,68,51,80,66,63,40,76,63,69,74,28,42,30,6,16,10,14,12,71,64,68,65,61,62,53,52,49,50,71,64,68,65,61,62,53,52,49,50,71,68,65,61,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
30,English Championship,179,72,29e5,72,72,67,68,73,76,52,66,1,3,3,Medium,Medium,Right,73,65,62,74,67,75,69,70,71,76,70,65,76,74,81,72,64,65,65,69,68,61,72,76,78,78,47,49,43,10,6,9,10,15,70,72,72,73,71,72,64,58,61,64,70,72,72,73,71,72,64,58,61,64,70,72,73,71,64,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,England
22,English Championship,183,72,42e5,72,81,66,49,60,65,73,74,1,2,3,Medium,Medium,Right,43,48,72,70,45,65,49,36,69,65,65,66,60,67,63,58,76,71,75,43,74,73,51,60,43,66,73,74,72,14,8,11,8,14,60,59,61,62,65,62,71,72,68,67,60,59,61,62,65,62,71,72,68,67,60,61,62,65,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,England
20,German Bundesliga,179,67,55e5,72,83,81,62,70,72,49,55,1,3,3,Medium,Medium,Right,66,62,56,74,46,72,67,49,70,72,84,78,76,68,75,65,70,76,49,64,41,45,62,71,55,63,55,43,50,6,10,9,12,14,65,70,69,71,68,71,60,53,61,63,65,70,69,71,68,71,60,53,61,63,65,69,71,68,60,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Germany
27,French Ligue 1,181,78,33e5,72,72,78,69,69,72,29,61,1,3,3,High,Low,Left,71,73,64,69,63,74,68,73,64,70,79,77,72,65,68,69,67,65,65,65,43,25,66,69,65,68,21,28,29,6,14,12,6,9,69,71,70,70,64,71,49,43,50,53,69,71,70,70,64,71,49,43,50,53,69,70,70,64,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,France
22,Italian Serie A,189,79,39e5,72,80,55,27,49,56,71,76,1,2,3,Medium,High,Right,43,20,68,62,12,54,29,27,58,58,43,64,51,69,51,57,71,66,82,21,76,70,20,38,21,66,72,72,68,5,3,5,5,3,47,46,46,48,54,50,66,71,64,63,47,46,46,48,54,50,66,71,64,63,47,46,48,54,66,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Italy
21,English Premier League,189,75,55e5,72,85,62,34,53,65,73,74,1,2,3,Medium,Medium,Right,52,30,64,62,27,63,33,30,44,69,61,63,60,68,69,48,73,75,75,27,72,73,40,55,38,72,74,74,73,14,11,10,14,13,52,56,55,56,59,58,67,71,68,68,52,56,55,56,59,58,67,71,68,68,52,55,56,59,67,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,England
28,Italian Serie B,193,82,32e5,72,72,53,71,48,60,31,78,1,2,3,Medium,Medium,Right,29,75,85,60,73,62,49,43,37,68,52,54,33,66,43,74,77,58,86,54,83,29,77,53,76,65,25,21,29,11,10,12,8,9,71,60,66,61,55,58,47,49,43,44,71,60,66,61,55,58,47,49,43,44,71,66,61,55,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
22,Spanish Segunda División,184,72,35e5,72,77,67,39,60,63,74,63,1,2,3,High,Medium,Right,53,36,75,73,31,58,30,60,62,72,68,67,64,60,67,42,72,61,62,44,65,76,39,50,50,64,71,74,76,10,15,10,14,6,54,57,56,59,62,59,69,71,69,68,54,57,56,59,62,59,69,71,69,68,54,56,59,62,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
20,German Bundesliga,172,70,46e5,72,80,76,71,63,77,24,54,1,3,4,Medium,Low,Right,58,68,44,64,68,77,64,49,61,76,77,75,84,64,82,76,62,67,46,76,58,26,66,73,62,68,20,23,19,14,13,9,9,8,67,71,71,71,64,70,48,38,46,50,67,71,71,71,64,70,48,38,46,50,67,71,71,64,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
23,English Championship,181,73,36e5,72,78,73,54,65,66,71,75,1,3,3,Medium,High,Right,56,51,64,76,25,63,41,29,65,70,75,72,69,65,73,64,72,74,77,61,73,71,61,69,44,63,72,73,71,13,7,8,10,13,63,65,65,67,69,66,71,71,70,70,63,65,65,67,69,66,71,71,70,70,63,65,67,69,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,England
24,Italian Serie B,190,80,42e5,72,78,58,63,69,71,63,71,1,2,5,Medium,Medium,Right,61,60,69,76,56,73,62,55,73,75,50,65,57,67,51,70,67,76,72,67,63,63,63,69,59,64,59,65,61,7,9,14,14,12,67,67,68,69,71,68,68,66,65,66,67,67,68,69,71,68,68,66,65,66,67,68,69,71,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Italy
26,German Bundesliga,184,78,31e5,72,74,68,40,52,56,72,70,1,2,3,Medium,Medium,Right,47,36,67,59,54,48,45,30,58,61,68,68,67,73,65,50,83,66,71,34,67,72,45,47,44,65,74,72,73,10,10,6,16,15,54,54,53,54,57,56,66,71,67,65,54,54,53,54,57,56,66,71,67,65,54,53,54,57,66,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Germany
25,French Ligue 1,183,79,4099999.9999999995,72,76,70,73,59,68,28,61,1,3,3,Medium,Low,Right,51,75,67,65,70,65,50,49,59,72,72,69,72,74,65,72,69,54,66,70,54,32,76,62,71,69,25,19,19,9,10,6,14,7,71,68,70,69,62,66,48,43,46,49,71,68,70,69,62,66,48,43,46,49,71,70,69,62,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
28,Spanish Segunda División,181,79,28e5,72,73,71,33,49,47,72,79,1,2,2,Low,High,Right,62,25,63,45,29,34,48,44,47,57,68,74,67,61,61,61,88,72,86,23,69,67,38,45,35,63,73,76,79,8,14,14,14,9,49,48,46,46,50,51,63,71,68,65,49,48,46,46,50,51,63,71,68,65,49,46,46,50,63,71,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
22,English Premier League,182,73,37e5,72,79,76,48,65,69,68,67,1,2,3,High,Medium,Right,75,47,62,68,41,67,44,42,68,72,75,77,71,68,72,59,71,74,65,41,64,66,57,60,44,52,68,71,72,15,6,12,8,11,61,66,63,64,66,68,68,68,71,71,61,66,63,64,66,68,68,68,71,71,61,63,64,66,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
21,Spanish Primera División,182,75,43e5,72,78,77,69,66,74,47,62,1,3,2,Medium,Medium,Left,74,71,56,68,52,77,65,57,61,75,76,78,73,67,56,72,59,74,63,66,43,46,68,59,64,60,48,43,46,12,6,14,7,12,69,72,71,69,65,71,58,53,60,63,69,72,71,69,65,71,58,53,60,63,69,71,69,65,58,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Spain
30,Spanish Segunda División,188,84,23e5,72,72,59,56,65,60,68,82,1,2,3,Medium,High,Right,56,41,65,71,50,56,61,60,67,70,53,64,49,67,46,76,71,77,89,72,74,75,59,62,50,61,64,69,67,16,10,14,7,7,62,60,62,62,67,62,71,71,67,67,62,60,62,62,67,62,71,71,67,67,62,62,62,67,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Spain
25,German Bundesliga,188,85,39e5,72,75,78,65,68,73,46,71,1,3,3,Medium,Medium,Right,70,65,65,68,57,76,63,56,67,73,76,79,68,64,67,72,55,72,77,60,60,47,71,70,50,69,42,45,43,11,11,10,10,16,70,71,71,70,67,71,59,55,59,61,70,71,71,70,67,71,59,55,59,61,70,71,70,67,59,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
21,German Bundesliga,183,72,35e5,72,77,64,53,66,70,70,66,1,2,3,Medium,Medium,Right,68,53,58,75,39,70,58,35,63,73,63,65,67,71,62,58,64,76,59,49,73,72,58,60,49,63,69,73,72,13,11,10,11,8,61,66,64,66,68,67,71,69,71,71,61,66,64,66,68,67,71,69,71,71,61,64,66,68,71,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany
29,French Ligue 1,182,79,24e5,72,72,59,40,59,58,70,73,1,2,2,Low,Medium,Right,71,49,72,64,26,56,43,27,55,59,52,65,59,67,62,37,82,64,77,31,74,68,19,55,40,65,70,72,69,10,8,9,14,13,51,55,51,53,57,57,66,71,67,66,51,55,51,53,57,57,66,71,67,66,51,51,53,57,66,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,France
32,French Ligue 2,183,77,25e5,72,72,65,69,56,71,30,70,1,2,3,Medium,Medium,Left,47,70,70,65,66,69,55,47,41,75,65,65,74,69,60,72,78,62,78,63,59,38,79,61,74,69,18,25,22,9,11,9,11,14,71,67,70,68,61,65,49,46,47,49,71,67,70,68,61,65,49,46,47,49,71,70,68,61,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
30,Spanish Primera División,183,76,22e5,72,72,72,51,62,66,72,75,1,2,3,Medium,Medium,Right,70,44,62,65,59,62,64,51,62,71,71,73,67,65,66,61,68,79,74,53,74,71,56,52,55,62,76,72,70,6,8,11,8,10,60,63,61,61,64,64,69,71,71,71,60,63,61,61,64,64,69,71,71,71,60,61,61,64,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
28,English Premier League,184,79,31e5,72,72,64,71,68,70,68,71,1,2,3,High,Medium,Right,61,70,73,74,69,69,64,59,69,73,66,62,69,72,60,72,75,71,73,72,63,67,72,69,63,69,68,69,63,8,6,7,10,6,71,69,71,71,71,69,70,69,68,68,71,69,71,71,71,69,70,69,68,68,71,71,71,71,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,England
33,Italian Serie B,182,82,2e6,72,72,67,69,58,66,27,78,1,2,3,High,Low,Right,55,73,72,66,65,63,64,60,51,69,67,67,71,68,62,77,86,74,86,50,63,15,74,50,72,72,22,27,24,14,10,8,14,10,71,65,67,64,58,65,48,46,47,49,71,65,67,64,58,65,48,46,47,49,71,67,64,58,48,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
25,French Ligue 1,197,92,35e5,72,77,42,45,59,54,73,78,1,2,3,Medium,Medium,Right,52,35,73,68,38,52,55,50,66,60,46,38,43,63,58,63,62,73,88,51,62,66,37,48,55,67,74,76,71,9,9,15,15,11,53,50,51,53,60,54,68,71,65,63,53,50,51,53,60,54,68,71,65,63,53,51,53,60,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,France
